1,802.0135422729918
2,77.96610169491525
4,0.0
5,2055.7834101382487
6,1985.8930276981853
8,3.696098562628337
9,494.94163424124514
10,0.0
11,527.4725274725274
12,489.65094943460633
13,641.7640676719382
15,0.0
16,0.0
17,2036.9597228237333
18,627.7639751552795
19,990.1807228915662
20,3789.969604863222
21,1172.9156626506024
22,184.1043643263757
23,6.952141057934509
24,0.0
25,243.4452296819788
26,387.98738833420913
27,6710.526315789473
28,1370.6277816818927
29,210.51373954599762
30,0.6829268292682927
31,145.6953642384106
32,348.38709677419354
33,0.0
34,309.2581032412965
35,0.0
36,961.0091027308192
37,660.7751371115173
38,0.0
39,1280.2504655493483
40,437.30407523510974
41,10.423631123919309
42,976.7073170731708
44,0.0
45,255.64102564102564
46,5210.526315789473
47,1202.908283084735
48,458.79877582249424
49,0.0
50,0.0
51,2961.314418604651
53,73.2394366197183
54,0.0
55,11.825726141078839
56,0.0
